ADAL,AIBR,RIBL
ADAL,RIPL,RIH
ADAL,RIML,SAAVL
ADAL,RIML,SMDDL
ADAL,RIML,SAAVR
RIML,SAAVR,AIZL
RIML,SAAVR,AIBL
RIML,SAAVR,RIFL
RIML,SAAVR,SAADL
RIML,SAAVR,RIS
RIML,SAAVR,AVKL
RIML,SAAVR,SAADR
RIML,SAAVR,AVKR
RIML,SAAVR,SMBDL
RIML,AVKR,AIBR
RIML,AVKR,SAAVL
RIML,AVKR,SMDDL
RIML,SMDVL,RIAL
RIML,SMDVL,RIAR
RIML,SMDDL,AIZL
RIML,SMDDL,AIBL
RIML,SMDDL,RIFL
RIML,SMDDL,SAADL
RIML,SMDDL,RIS
RIML,SMDDL,AVKL
RIML,SMDDL,SAADR
RIML,SMDDL,RIMR
RIML,SMDDL,RICL
RIML,SMDDL,RICR
RIML,SMDDL,OLLR
RIML,SMDDL,URYDR
RIML,SMDDL,RMED
RIML,RMDR,RIAL
RIML,RMDR,IL1L
RIML,SAADR,AIBR
RIML,SAADR,SAAVL
RIML,AVKL,AIBR
RIML,AVKL,SAAVL
RIML,RIS,AIBR
RIML,RIS,SAAVL
RIML,SAAVL,AIZL
RIML,SAAVL,AIBL
RIML,SAAVL,RIFL
RIML,SAAVL,SAADL
RIML,SAAVL,ALNL
RIML,SAAVL,SMBDR
RIML,RIBL,AUAL
RIML,RIBL,BAGR
RIML,SAADL,AIBR
RIML,SMDDR,RIAL
RIML,RIFL,AIBR
RIML,AIBL,AIBR
RIML,RMDL,RIAL
RIML,RMDL,RIAR
RIML,RMDL,IL1R
RIML,AIBR,AWCL
RIPL,IL2VL,RIH
RIPL,IL2DL,RIH
RIPL,URAVL,RIH
RIPL,IL1VL,RIH
RIPL,IL1DL,RIH
RIPL,URADL,RIH
RIPL,CEPVL,RIH
AIBR,SMDVL,RIAL
AIBR,SMDVL,SMDDR
AIBR,SMDVL,RIAR
AIBR,SMDDL,RIAL
AIBR,SMDDL,SMDVR
AIBR,SMDDL,RIAR
AIBR,RIBL,AIZL
AIBR,RIBL,AWCL
AIBR,RIBL,OLLL
